forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,point,NA,30133
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.01,28251
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.025,28542
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.05,28817
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.1,29126
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.15,29323
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.2,29458
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.25,29607
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.3,29713
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.35,29836
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.4,29941
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.45,30037
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.5,30133
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.55,30233
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.6,30317
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.65,30428
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.7,30517
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.75,30623
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.8,30752
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.85,30900
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.9,31071
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.95,31362
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.975,31624
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.99,31906
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,point,NA,368
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.01,299
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.025,303
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.05,306
