forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,point,NA,18580
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.01,12541
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.025,13298
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.05,13732
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.1,14682
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.15,15262
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.2,15893
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.25,16532
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.3,17084
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.35,17455
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.4,17817
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.45,18130
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.5,18580
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.55,18849
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.6,19279
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.65,19726
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.7,20390
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.75,20908
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.8,22007
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.85,22783
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.9,24232
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.95,26680
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.975,30486
2021-10-18,forecast,1 wk ahead inc case,2021-10-23,IT,quantile,0.99,33105
