forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,point,NA,47282
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.01,32028
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.025,34273
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.05,36372
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.1,39001
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.15,40756
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.2,41924
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.25,42871
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.3,43784
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.35,44677
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.4,45598
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.45,46506
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.5,47282
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.55,48278
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.6,49282
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.65,50404
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.7,51518
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.75,52908
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.8,54320
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.85,55982
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.9,58341
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.95,62788
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.975,66252
2021-08-16,forecast,1 wk ahead inc case,2021-08-21,IT,quantile,0.99,69287
2021-08-16,forecast,1 wk ahead inc death,2021-08-21,IT,point,NA,222
2021-08-16,forecast,1 wk ahead inc death,2021-08-21,IT,quantile,0.01,191
2021-08-16,forecast,1 wk ahead inc death,2021-08-21,IT,quantile,0.025,193
2021-08-16,forecast,1 wk ahead inc death,2021-08-21,IT,quantile,0.05,195
2021-08-16,forecast,1 wk ahead inc death,2021-08-21,IT,quantile,0.1,197
2021-08-16,forecast,1 wk ahead inc death,2021-08-21,IT,quantile,0.15,200
2021-08-16,forecast,1 wk ahead inc death,2021-08-21,IT,quantile,0.2,204
