forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,point,NA,29989
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.01,26423
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.025,26631
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.05,27106
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.1,27535
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.15,28026
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.2,28418
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.25,28758
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.3,29007
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.35,29270
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.4,29516
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.45,29759
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.5,29989
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.55,30200
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.6,30421
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.65,30733
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.7,31063
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.75,31341
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.8,31724
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.85,32047
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.9,32828
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.95,33838
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.975,34566
2021-09-13,forecast,1 wk ahead inc case,2021-09-18,IT,quantile,0.99,35403
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,point,NA,1612
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.01,1536
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.025,1544
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.05,1555
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.1,1566
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.15,1570
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.2,1577
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.25,1583
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.3,1590
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.35,1596
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.4,1603
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.45,1607
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.5,1612
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.55,1617
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.6,1621
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.65,1623
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.7,1628
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.75,1635
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.8,1640
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.85,1646
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.9,1650
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.95,1661
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.975,1668
2021-09-13,forecast,1 wk ahead inc hosp,2021-09-18,IT,quantile,0.99,1670
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,point,NA,371
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.01,301
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.025,305
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.05,308
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.1,313
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.15,322
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.2,330
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.25,336
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.3,343
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.35,353
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.4,359
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.45,367
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.5,371
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.55,379
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.6,384
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.65,391
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.7,396
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.75,403
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.8,409
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.85,415
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.9,426
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.95,434
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.975,436
2021-09-13,forecast,1 wk ahead inc death,2021-09-18,IT,quantile,0.99,443
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,point,NA,24923
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.01,20917
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.025,21269
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.05,21581
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.1,22327
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.15,22736
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.2,23230
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.25,23598
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.3,23820
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.35,24129
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.4,24438
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.45,24599
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.5,24923
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.55,25185
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.6,25532
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.65,25731
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.7,26040
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.75,26428
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.8,26810
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.85,27231
2021-09-13,forecast,2 wk ahead inc case,2021-09-25,IT,quantile,0.9,27972
