forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,point,NA,21294
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.01,14823
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.025,15543
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.05,16014
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.1,16503
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.15,17188
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.2,18162
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.25,18672
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.3,19201
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.35,19802
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.4,20420
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.45,20781
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.5,21294
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.55,21650
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.6,22120
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.65,22695
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.7,23456
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.75,24199
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.8,24955
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.85,25588
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.9,26745
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.95,28510
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.975,30939
2021-09-27,forecast,1 wk ahead inc case,2021-10-02,IT,quantile,0.99,32584
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,point,NA,335
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.01,278
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.025,280
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.05,283
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.1,290
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.15,298
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.2,306
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.25,312
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.3,317
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.35,322
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.4,326
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.45,330
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.5,335
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.55,341
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.6,346
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.65,351
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.7,355
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.75,361
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.8,366
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.85,373
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.9,381
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.95,386
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.975,391
2021-09-27,forecast,1 wk ahead inc death,2021-10-02,IT,quantile,0.99,394
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,point,NA,18039
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.01,10222
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.025,11277
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.05,11726
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.1,12451
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.15,13338
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.2,14221
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.25,14944
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.3,15485
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.35,16012
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.4,16696
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.45,17274
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.5,18039
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.55,18678
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.6,19254
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.65,19728
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.7,20425
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.75,21600
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.8,22477
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.85,23974
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.9,24898
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.95,27156
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.975,30207
2021-09-27,forecast,2 wk ahead inc case,2021-10-09,IT,quantile,0.99,32283
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,point,NA,315
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.01,244
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.025,256
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.05,259
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.1,268
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.15,277
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.2,284
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.25,290
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.3,298
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.35,302
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.4,308
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.45,312
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.5,315
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.55,318
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.6,324
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.65,331
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.7,336
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.75,342
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.8,352
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.85,359
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.9,367
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.95,375
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.975,383
2021-09-27,forecast,2 wk ahead inc death,2021-10-09,IT,quantile,0.99,392
2021-09-27,forecast,3 wk ahead inc case,2021-10-16,IT,point,NA,14914
2021-09-27,forecast,3 wk ahead inc case,2021-10-16,IT,quantile,0.01,7391
2021-09-27,forecast,3 wk ahead inc case,2021-10-16,IT,quantile,0.025,8266
2021-09-27,forecast,3 wk ahead inc case,2021-10-16,IT,quantile,0.05,8883
2021-09-27,forecast,3 wk ahead inc case,2021-10-16,IT,quantile,0.1,9434
2021-09-27,forecast,3 wk ahead inc case,2021-10-16,IT,quantile,0.15,10655
