forecast_date,scenario_id,target,target_end_date,location,type,quantile,value
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,point,NA,17249
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.01,9580
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.025,10802
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.05,11746
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.1,12585
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.15,13211
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.2,13839
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.25,14469
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.3,14950
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.35,15494
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.4,16016
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.45,16629
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.5,17249
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.55,17795
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.6,18406
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.65,19082
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.7,19766
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.75,20522
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.8,21444
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.85,22500
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.9,23697
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.95,25789
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.975,27881
2021-10-11,forecast,1 wk ahead inc case,2021-10-16,IT,quantile,0.99,30444
